sell_id,price
1100575026,794697.8122824833
1100549428,1058584.3516741018
1100658222,1263091.363698874
1100937408,626787.451779144
1101037972,939526.0074521084
1100912634,1040640.7217256773
1101228730,831249.4131157348
1100165896,448944.3186601219
1100768262,2230972.377829606
1101218501,1030410.0858564633
1099639378,1121673.5694095576
1101117342,1475261.355282237
1101179448,1878556.440212451
1101213155,1957720.574669277
1099119749,577507.9323224671
1101297715,3024650.327029198
1101140033,2059433.0284448557
1101064868,2167025.638139295
1101317804,1654046.66191705
1101111488,1215685.9693033588
1100768272,2965182.2338292487
1100421544,2068486.2163540123
1100722458,1132524.0286645314
1101300724,744223.5086036889
1101306824,2969448.9981634594
1101197164,837363.5856030069
1101231413,926908.4119825971
1101304285,1623701.2258052577
1100067940,534987.8690305896
1101308288,891520.4718363242
1100894230,608187.4400911229
1101312910,1255931.755310636
1101223694,437467.88925977744
1099639548,631692.5671291822
1099074356,1426845.6066235232
1100322368,1071350.3544511301
1100961472,1186143.7899948559
1100845262,821174.178966754
1099988176,315517.5040908339
1100042244,699198.2392696966
1101309690,1211816.709160506
1101300574,3333478.583978078
1101224473,877813.7200918219
1100836784,1272449.1098233007
1100422398,825164.0518086262
1101314339,1379074.534690682
1101306219,1015399.6180280024
1101242401,240505.27062525396
1101315619,934428.0560063409
1101308178,1307249.208968784
1100097290,1898075.8465337001
1101200833,1303466.9745954056
1100946856,303716.2212015551
1101307735,2126682.5897579947
1100796864,852987.3940010497
1101311288,955114.1956136299
1101130347,1396532.9518593643
1100182840,2310714.470937912
1101316944,616539.3038760126
1101317802,887271.3904398131
1101313751,439279.6959084287
1101314333,1178927.7227729498
1101231212,1010615.5543209485
1098838700,331146.62877262157
1101197137,975133.9475100124
1100988616,1633828.822655412
1100700050,1223405.5019483063
1101164707,248929.9526540484
1101063150,1390366.1924320566
1101164320,396974.8393302755
1101303664,441419.8743250202
1101006422,932985.0166075838
1101255674,375220.3881559292
1101307192,2564774.545712708
1101276634,1279367.4029983385
1100528772,138040.28444576505
1101218500,674665.6149882626
1101241664,1860861.405460453
1101308609,528603.933234574
1101288529,1152508.8133148688
1100900694,1258852.0547360738
1101318094,309365.9080589598
1101126989,1537494.8980343258
1101032064,2942239.605565189
1100023440,1.2105716540052005e+22
1101315490,656212.4401125116
1101255863,1662124.4056811684
1101310157,1109296.4467857373
1101314332,1208409.1542192348
1101259960,891096.8081881008
1101313536,415954.4138262757
1100331688,748844.0351117754
1101306825,1644391.3247765903
1100644680,283193.0176677345
1100946562,889364.0160714714
1101300848,1680426.3799044688
1101078714,387910.03270263236
1101164710,1319544.9746370476
1101190444,932652.2648245512
1101313226,1998422.4051484116
1101133971,671683.7044925558
1101300725,557605.6324642745
1101309349,1546975.326572995
1100853384,389438.0346363842
1101251474,1357863.995353354
1101307712,1430129.9151576306
1101179450,527003.4017107334
1101006252,869363.9320656831
1101311981,2290943.0382089494
1099149402,414995.31722106837
1100804182,447336.2398051688
1100864328,671845.170344406
1101051298,1845243.729477171
1101091869,592415.67555865
1101306698,1320155.1937520222
1101305249,1064830.400945189
1100879336,1065265.6561263
1100891940,327842.246343897
1101112088,223136.409886832
1101307736,2742988.344050029
1101305455,843080.3837308559
1101318318,1096771.3134205192
1101318437,1192269.7306219104
1101318340,772912.1779753466
1100491772,789328.0587819958
1101303126,1498923.798211077
1101307737,1156563.396414137
1101300723,676264.0137113763
1101109897,2103752.768515678
1101149022,840036.9137594072
1101305239,1181266.9197990196
1100647816,927605.8268400296
1101301811,127701.76349241828
1101301999,978555.2655012279
1101302471,1588652.176677909
1101166335,2279458.1220783154
1100550988,1093666.9304683066
1101289088,1944325.9472893057
1101317178,585658.6751298556
1101301998,1035833.281393931
1101208381,1001132.6770880212
1101306765,343505.9646537151
1101228729,867359.3984718209
1101318528,1772520.3696378132
1101313541,2377412.468823054
1101313227,1620794.261599142
1101300783,1340025.3394934866
1101302131,513844.2564139965
1099526678,704746.7926996961
